id,latitude,longitude,affected+displaced,displacement_date,event_name,description
129268,31.806061,35.326118,6,11/18/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/11/2023,"Palestine: 6 displacements (destroyed housing), 18 November - 18 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 6 people were displaced by housing demolitions in Ramallah/Jerusalem on 18 November."
129272,31.95697,35.19796,8,11/15/2023,Palestine: Unknown (IAC) (Demolitions) - Ramallah and al-Bireh Governorate - 01/11/2023,"Palestine: 8 displacements (destroyed housing), 15 November - 15 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 8 people were displaced by housing demolitions in Ramallah and al-Bireh Governorate on 15 November."
130692,32.1908,35.32328,3,11/13/2023,Palestine: Unknown (IAC) (Demolitions) - Nablus Governorate - 01/11/2023,"Palestine: 3 displacements (destroyed housing), 13 November - 13 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 3 people were displaced on punitive grounds in Nablus Governorate on 13 November."
130529,32.327461,35.084259,20,11/13/2023,Palestine: Unknown (IAC) (Demolitions) - Tulkarm Governorate - 01/11/2023,"Palestine: 20 displacements (destroyed housing), 13 November - 13 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 20 people were displaced by housing demolitions during military operations in Tulkarm Governorate on 13 November."
130446,31.54834,34.505749,1000,11/17/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,000 displacements, 11 November - 17 November. Due to escalation in the Gaza Strip and Israel, at least 1000 people were displaced within or to North Gaza Governorate between 11 November and 17 November, according to OCHA."
130444,31.324209,34.316212,45000,11/17/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 45,000 displacements, 11 November - 17 November. Due to escalation in the Gaza Strip and Israel, at least 45000 people were displaced within or to Khan Yunis Governorate between 11 November and 17 November, according to OCHA."
130447,31.28108,34.281059,90000,11/17/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 90,000 displacements, 11 November - 17 November. Due to escalation in the Gaza Strip and Israel, at least 90000 people were displaced within or to Rafah Governorate between 11 November and 17 November, according to OCHA."
130448,31.43317,34.37793,15150,11/17/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 15,150 displacements, 11 November - 17 November. Due to escalation in the Gaza Strip and Israel, at least 15150 people were displaced to public shelters in Gaza Strip between 11 November and 17 November, according to OCHA."
130445,31.42005,34.374249,37000,11/17/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 37,000 displacements, 11 November - 17 November. Due to escalation in the Gaza Strip and Israel, at least 37000 people were displaced within or to Deir al-Balah Governorate between 11 November and 17 November, according to OCHA."
130443,31.487009,34.445549,17000,11/17/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 17,000 displacements, 11 November - 17 November. Due to escalation in the Gaza Strip and Israel, at least 17000 people were displaced within or to Gaza Governorate between 11 November and 17 November, according to OCHA."
130691,31.505951,35.11739,11,11/10/2023,Palestine: Unknown (IAC) (Demolitions) - Hebron Governorate - 01/11/2023,"Palestine: 11 displacements (destroyed housing), 10 November - 10 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 11 people were displaced on punitive grounds in Hebron Governorate on 10 November."
130528,32.426182,35.25536,43,11/9/2023,Palestine: Unknown (IAC) (Demolitions) - Jenin Governorate - 01/11/2023,"Palestine: 43 displacements (destroyed housing), 09 November - 09 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 43 people were displaced by housing demolitions during military operations in Jenin Governorate on 09 November."
130690,31.806061,35.326118,7,11/8/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/11/2023,"Palestine: 7 displacements (destroyed housing), 08 November - 08 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced on punitive grounds in Ramallah/Jerusalem on 08 November."
130527,32.327461,35.084259,29,11/7/2023,Palestine: Unknown (IAC) (Demolitions) - Tulkarm Governorate - 01/11/2023,"Palestine: 29 displacements (destroyed housing), 07 November - 07 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 29 people were displaced by housing demolitions during military operations in Tulkarm Governorate on 07 November."
130526,32.426182,35.25536,5,11/5/2023,Palestine: Unknown (IAC) (Demolitions) - Jenin Governorate - 01/11/2023,"Palestine: 5 displacements (destroyed housing), 05 November - 05 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolitions during military operations in Jenin Governorate on 05 November."
130437,31.487009,34.445549,17000,11/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 17,000 displacements, 04 November - 10 November. Due to escalation in the Gaza Strip and Israel, at least 17000 people were displaced within or to Gaza Governorate between 04 November and 10 November, according to OCHA."
130442,31.43317,34.37793,250,11/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 250 displacements, 04 November - 10 November. Due to escalation in the Gaza Strip and Israel, at least 250 people were displaced to public shelters in Gaza Strip between 04 November and 10 November, according to OCHA."
130441,31.28108,34.281059,43000,11/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 43,000 displacements, 04 November - 10 November. Due to escalation in the Gaza Strip and Israel, at least 43000 people were displaced within or to Rafah Governorate between 04 November and 10 November, according to OCHA."
130438,31.324209,34.316212,14000,11/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 14,000 displacements, 04 November - 10 November. Due to escalation in the Gaza Strip and Israel, at least 14000 people were displaced within or to Khan Yunis Governorate between 04 November and 10 November, according to OCHA."
130440,31.54834,34.505749,11000,11/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 11,000 displacements, 04 November - 10 November. Due to escalation in the Gaza Strip and Israel, at least 11000 people were displaced within or to North Gaza Governorate between 04 November and 10 November, according to OCHA."
130439,31.42005,34.374249,18000,11/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 18,000 displacements, 04 November - 10 November. Due to escalation in the Gaza Strip and Israel, at least 18000 people were displaced within or to Deir al-Balah Governorate between 04 November and 10 November, according to OCHA."
126573,31.3722095,34.353016,15000,11/7/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 15,000 displacements, 04 November - 07 November. According to OCHA, up to 15,000 people have moved from the north of the Gaza Strip toward the south, between 4 and 7 November 2023. The situation is still evolving and more estimates are expected soon."
129263,31.806061,35.326118,22,11/3/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/11/2023,"Palestine: 22 displacements (destroyed housing), 03 November - 03 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 22 people were displaced by housing demolitions in Ramallah/Jerusalem on 03 November."
130689,32.1908,35.32328,4,11/3/2023,Palestine: Unknown (IAC) (Demolitions) - Nablus Governorate - 01/11/2023,"Palestine: 4 displacements (destroyed housing), 03 November - 03 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 4 people were displaced on punitive grounds in Nablus Governorate on 03 November."
130525,32.426182,35.25536,19,11/2/2023,Palestine: Unknown (IAC) (Demolitions) - Jenin Governorate - 01/11/2023,"Palestine: 19 displacements (destroyed housing), 02 November - 02 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 19 people were displaced by housing demolitions during military operations in Jenin Governorate on 02 November."
126984,31.806061,35.326118,9,10/31/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 9 displacements (destroyed housing), 31 October - 31 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 9 people were displaced by housing demolitions in Ramallah/Jerusalem on 31 October."
126990,31.806061,35.326118,10,10/31/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 10 displacements (destroyed housing), 31 October - 31 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 10 people were displaced by housing demolitions in Ramallah/Jerusalem on 31 October."
126987,31.806061,35.326118,16,10/30/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 16 displacements (destroyed housing), 30 October - 30 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 16 people were displaced by housing demolitions in Ramallah/Jerusalem on 30 October."
130524,32.426182,35.25536,7,10/30/2023,Palestine: Unknown (IAC) (Demolitions) - Jenin Governorate - 01/10/2023,"Palestine: 7 displacements (destroyed housing), 30 October - 30 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced by housing demolitions during military operations in Jenin Governorate on 30 October."
130688,32.1908,35.32328,3,10/29/2023,Palestine: Unknown (IAC) (Demolitions) - Nablus Governorate - 01/10/2023,"Palestine: 3 displacements (destroyed housing), 29 October - 29 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 3 people were displaced on punitive grounds in Nablus Governorate on 29 October."
130434,31.324209,34.316212,15000,11/3/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 15,000 displacements, 28 October - 03 November. Due to escalation in the Gaza Strip and Israel, at least 15000 people were displaced within or to Khan Yunis Governorate between 28 October and 03 November, according to OCHA."
130435,31.42005,34.374249,28000,11/3/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 28,000 displacements, 28 October - 03 November. Due to escalation in the Gaza Strip and Israel, at least 28000 people were displaced within or to Deir al-Balah Governorate between 28 October and 03 November, according to OCHA."
130433,31.487009,34.445549,48000,11/3/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 48,000 displacements, 28 October - 03 November. Due to escalation in the Gaza Strip and Israel, at least 48000 people were displaced within or to Gaza Governorate between 28 October and 03 November, according to OCHA."
130436,31.28108,34.281059,153000,11/3/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 153,000 displacements, 28 October - 03 November. Due to escalation in the Gaza Strip and Israel, at least 153000 people were displaced within or to Rafah Governorate between 28 October and 03 November, according to OCHA."
126985,31.95697,35.19796,11,10/28/2023,Palestine: Unknown (IAC) (Demolitions) - Ramallah and al-Bireh Governorate - 01/10/2023,"Palestine: 11 displacements (destroyed housing), 28 October - 28 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 11 people were displaced by housing demolitions in Ramallah and al-Bireh Governorate on 28 October."
126994,31.806061,35.326118,5,10/25/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 5 displacements (destroyed housing), 25 October - 25 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolitions in Ramallah/Jerusalem on 25 October."
126996,31.806061,35.326118,7,10/24/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 7 displacements (destroyed housing), 24 October - 24 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced by housing demolitions in Ramallah/Jerusalem on 24 October."
126986,31.806061,35.326118,4,10/24/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 4 displacements (destroyed housing), 24 October - 24 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 4 people were displaced by housing demolitions in Ramallah/Jerusalem on 24 October."
126989,31.806061,35.326118,3,10/24/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 3 displacements (destroyed housing), 24 October - 24 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 3 people were displaced by housing demolitions in Ramallah/Jerusalem on 24 October."
130523,32.426182,35.25536,24,10/22/2023,Palestine: Unknown (IAC) (Demolitions) - Jenin Governorate - 01/10/2023,"Palestine: 24 displacements (destroyed housing), 22 October - 22 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 24 people were displaced by housing demolitions during military operations in Jenin Governorate on 22 October."
130427,31.487009,34.445549,5000,10/27/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 5,000 displacements, 21 October - 27 October. Due to escalation in the Gaza Strip and Israel, at least 5000 people were displaced within or to Gaza Governorate between 21 October and 27 October, according to OCHA."
130428,31.324209,34.316212,28000,10/27/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 28,000 displacements, 21 October - 27 October. Due to escalation in the Gaza Strip and Israel, at least 28000 people were displaced within or to Khan Yunis Governorate between 21 October and 27 October, according to OCHA."
130429,31.42005,34.374249,54000,10/27/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 54,000 displacements, 21 October - 27 October. Due to escalation in the Gaza Strip and Israel, at least 54000 people were displaced within or to Deir al-Balah Governorate between 21 October and 27 October, according to OCHA."
130431,31.28108,34.281059,36000,10/27/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 36,000 displacements, 21 October - 27 October. Due to escalation in the Gaza Strip and Israel, at least 36000 people were displaced within or to Rafah Governorate between 21 October and 27 October, according to OCHA."
130432,31.43317,34.37793,115730,10/27/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 115,730 displacements, 21 October - 27 October. Due to escalation in the Gaza Strip and Israel, at least 115730 people were displaced to public shelters in Gaza Strip between 21 October and 27 October, according to OCHA."
130430,31.54834,34.505749,4000,10/27/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 4,000 displacements, 21 October - 27 October. Due to escalation in the Gaza Strip and Israel, at least 4000 people were displaced within or to North Gaza Governorate between 21 October and 27 October, according to OCHA."
130687,31.956129,35.47105,5,10/21/2023,Palestine: Unknown (IAC) (Demolitions) - Jericho Governorate - 01/10/2023,"Palestine: 5 displacements (destroyed housing), 21 October - 21 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced on punitive grounds in Jericho Governorate on 21 October."
130686,32.1908,35.32328,3,10/20/2023,Palestine: Unknown (IAC) (Demolitions) - Nablus Governorate - 01/10/2023,"Palestine: 3 displacements (destroyed housing), 20 October - 20 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 3 people were displaced on punitive grounds in Nablus Governorate on 20 October."
130522,32.327461,35.084259,12,10/19/2023,Palestine: Unknown (IAC) (Demolitions) - Tulkarm Governorate - 01/10/2023,"Palestine: 12 displacements (destroyed housing), 19 October - 19 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 12 people were displaced by housing demolitions during military operations in Tulkarm Governorate on 19 October."
130685,31.95697,35.19796,12,10/19/2023,Palestine: Unknown (IAC) (Demolitions) - Ramallah and al-Bireh Governorate - 01/10/2023,"Palestine: 12 displacements (destroyed housing), 19 October - 19 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 12 people were displaced on punitive grounds in Ramallah and al-Bireh Governorate on 19 October."
126991,31.806061,35.326118,21,10/18/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 21 displacements (destroyed housing), 18 October - 18 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 21 people were displaced by housing demolitions in Ramallah/Jerusalem on 18 October."
130426,31.43317,34.37793,580000,10/20/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 580,000 displacements, 14 October - 20 October. Due to escalation in the Gaza Strip and Israel, at least 580000 people were displaced to host families in Gaza Strip between 14 October and 20 October, according to OCHA."
130425,31.28108,34.281059,88000,10/20/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 88,000 displacements, 14 October - 20 October. Due to escalation in the Gaza Strip and Israel, at least 88000 people were displaced within or to Rafah Governorate between 14 October and 20 October, according to OCHA."
130421,31.487009,34.445549,6000,10/20/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 6,000 displacements, 14 October - 20 October. Due to escalation in the Gaza Strip and Israel, at least 6000 people were displaced within or to Gaza Governorate between 14 October and 20 October, according to OCHA."
130422,31.324209,34.316212,55000,10/20/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 55,000 displacements, 14 October - 20 October. Due to escalation in the Gaza Strip and Israel, at least 55000 people were displaced within or to Khan Yunis Governorate between 14 October and 20 October, according to OCHA."
130423,31.42005,34.374249,103000,10/20/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 103,000 displacements, 14 October - 20 October. Due to escalation in the Gaza Strip and Israel, at least 103000 people were displaced within or to Deir al-Balah Governorate between 14 October and 20 October, according to OCHA."
130424,31.54834,34.505749,8000,10/20/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 8,000 displacements, 14 October - 20 October. Due to escalation in the Gaza Strip and Israel, at least 8000 people were displaced within or to North Gaza Governorate between 14 October and 20 October, according to OCHA."
123819,32.03672,35.371799,90,10/12/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 90 displacements (forced to flee), 12 October - 12 October. Approximately 90 people were forced to flee due to communal violence on 12 October from Ein Ar Rashash,, according to the West Bank Protection Consortium."
123820,32.01981,35.34623,140,10/12/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 140 displacements (forced to flee), 12 October - 12 October. Approximately 140 people were forced to flee due to communal violence on 12 October from Maghayer Al-Der, according to the West Bank Protection Consortium."
123821,31.911091,35.315361,187,10/12/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 187 displacements (forced to flee), 11 October - 12 October. Approximately 187 people were forced to flee due to communal violence between 11 October and 12 October from Wadi As Seeq, according to the West Bank Protection Consortium."
123817,31.595881,35.201309,15,10/10/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 15 displacements (forced to flee), 10 October - 10 October. A total of 15 people were forced to flee due to communal violence on 10 October in Ganoub, according to the West Bank Protection Consortium."
123816,31.906851,35.194401,100,10/10/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 100 displacements (forced to flee), 10 October - 10 October. Communal violence resulted in approximately 100 people being forced to flee from Muarrajat area, Ramallah District, on 10 October, according to the West Bank Protection Consortium."
123818,31.595881,35.201309,7,10/9/2023,Palestine: Communal violence - Hebron Governorate (Sair Al-Ganoub) - 09/10/2023,"Palestine: 7 displacements (destroyed housing), 09 October - 09 October. A total of 1 household were displaced due to destroyed housing due to communal violence on 9 October in Ganoub, according to international ngos."
126988,31.806061,35.326118,14,10/9/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 14 displacements (destroyed housing), 09 October - 09 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 14 people were displaced by housing demolitions in Ramallah/Jerusalem on 09 October."
126995,31.806061,35.326118,2,10/8/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 2 displacements (destroyed housing), 08 October - 08 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 2 people were displaced by housing demolitions in Ramallah/Jerusalem on 08 October."
127556,31.43317,34.37793,1760417,11/18/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,760,417 displacements, 07 October - 18 November. Due to escalation in the Gaza Strip and Israel, at least 1760417 people were displaced between 07 October and 18 November in Gaza Strip, according to OCHA."
127555,31.43317,34.37793,1741132,11/17/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,741,132 displacements, 07 October - 17 November. Due to escalation in the Gaza Strip and Israel, at least 1741132 people were displaced between 07 October and 17 November in Gaza Strip, according to OCHA."
127554,31.43317,34.37793,1725540,11/16/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,725,540 displacements, 07 October - 16 November. Due to escalation in the Gaza Strip and Israel, at least 1725540 people were displaced between 07 October and 16 November in Gaza Strip, according to OCHA."
127463,31.43317,34.37793,1694904,11/15/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,694,904 displacements, 07 October - 15 November. Due to escalation in the Gaza Strip and Israel, at least 1694904 people were displaced between 07 October and 15 November in Gaza Strip, according to OCHA."
127462,31.43317,34.37793,1678391,11/14/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,678,391 displacements, 07 October - 14 November. Due to escalation in the Gaza Strip and Israel, at least 1678391 people were displaced between 07 October and 14 November in Gaza Strip, according to OCHA."
127461,31.43317,34.37793,1659553,11/13/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,659,553 displacements, 07 October - 13 November. Due to escalation in the Gaza Strip and Israel, at least 1659553 people were displaced between 07 October and 13 November in Gaza Strip, according to OCHA."
127460,31.43317,34.37793,1651959,11/12/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,651,959 displacements, 07 October - 12 November. Due to escalation in the Gaza Strip and Israel, at least 1651959 people were displaced between 07 October and 12 November in Gaza Strip, according to OCHA."
127459,31.43317,34.37793,1610506,11/11/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,610,506 displacements, 07 October - 11 November. Due to escalation in the Gaza Strip and Israel, at least 1610506 people were displaced between 07 October and 11 November in Gaza Strip, according to OCHA."
127453,31.43317,34.37793,1575770,11/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,575,770 displacements, 07 October - 10 November. Due to escalation in the Gaza Strip and Israel, at least 1575770 people were displaced between 07 October and 10 November in Gaza Strip, according to OCHA."
127452,31.43317,34.37793,1581936,11/9/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,581,936 displacements, 07 October - 09 November. Due to escalation in the Gaza Strip and Israel, at least 1581936 people were displaced between 07 October and 09 November in Gaza Strip, according to OCHA."
127451,31.43317,34.37793,1576014,11/8/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,576,014 displacements, 07 October - 08 November. Due to escalation in the Gaza Strip and Israel, at least 1576014 people were displaced between 07 October and 08 November in Gaza Strip, according to OCHA."
126574,31.946911,35.38142,905,11/7/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 905 displacements (forced to flee), 07 October - 07 November. According to Office for the Coordination of Humanitarian Affairs, at least 905 people were forced to flee in Area C due to increased settler violence between 7 October and 7 November."
127450,31.43317,34.37793,1555767,11/7/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,555,767 displacements, 07 October - 07 November. Due to escalation in the Gaza Strip and Israel, at least 1555767 people were displaced between 07 October and 07 November in Gaza Strip, according to OCHA."
127449,31.43317,34.37793,1547747,11/6/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,547,747 displacements, 07 October - 06 November. Due to escalation in the Gaza Strip and Israel, at least 1547747 people were displaced between 07 October and 06 November in Gaza Strip, according to OCHA."
127448,31.43317,34.37793,1518826,11/5/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,518,826 displacements, 07 October - 05 November. Due to escalation in the Gaza Strip and Israel, at least 1518826 people were displaced between 07 October and 05 November in Gaza Strip, according to OCHA."
127447,31.43317,34.37793,1512030,11/4/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,512,030 displacements, 07 October - 04 November. Due to escalation in the Gaza Strip and Israel, at least 1512030 people were displaced between 07 October and 04 November in Gaza Strip, according to OCHA."
127439,31.43317,34.37793,1497094,11/3/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,497,094 displacements, 07 October - 03 November. Due to escalation in the Gaza Strip and Israel, at least 1497094 people were displaced between 07 October and 03 November in Gaza Strip, according to OCHA."
127438,31.43317,34.37793,1486779,11/2/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,486,779 displacements, 07 October - 02 November. Due to escalation in the Gaza Strip and Israel, at least 1486779 people were displaced between 07 October and 02 November in Gaza Strip, according to OCHA."
127437,31.43317,34.37793,1481309,11/1/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,481,309 displacements, 07 October - 01 November. Due to escalation in the Gaza Strip and Israel, at least 1481309 people were displaced between 07 October and 01 November in Gaza Strip, according to OCHA."
130462,31.946911,35.38142,1257,10/31/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 1,257 displacements, 07 October - 31 October. Communal violence resulted in a total of 1257 people being displaced from 15 Bedouin communities in Area C between 7 October and 31 October, according to Office for the Coordination of Humanitarian Affairs (OCHA)."
125679,31.946911,35.38142,800,10/31/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 800 displacements (forced to flee), 07 October - 31 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 800 people were forced to flee in Area C due to increased settler violence between 7 October and 31 October."
125675,31.94697,35.273869,1000,10/31/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 1,000 displacements (forced to flee), 07 October - 31 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), nearly 1000 people were force to flee in the West Bank due to increased settler violence between 7 October and 31 October."
127436,31.43317,34.37793,1437828,10/31/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,437,828 displacements, 07 October - 31 October. Due to escalation in the Gaza Strip and Israel, at least 1437828 people were displaced between 07 October and 31 October in Gaza Strip, according to OCHA."
127435,31.43317,34.37793,1421965,10/30/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,421,965 displacements, 07 October - 30 October. Due to escalation in the Gaza Strip and Israel, at least 1421965 people were displaced between 30 October and 30 October in Gaza Strip, according to OCHA."
